longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,Predicted_Values_RF,address
-118.05,34.09,23,602,135.0,409,123,3.5268,146400,1,0,0,0,0,167826.0,"4532 Rowland Avenue, El Monte, CA 91731, United States of America"
-118.02,34.09,32,1747,399.0,1199,402,3.4286,191800,0,1,0,0,0,196080.0,"11347 Ranchito Street, El Monte, CA 91732, United States of America"
-118.02,34.08,29,2741,667.0,2449,677,3.6944,175200,0,1,0,0,0,191440.0,"4123 Peck Road, El Monte, CA 91732, United States of America"
-118.02,34.09,24,2080,514.0,1976,478,2.6917,170000,0,1,0,0,0,169728.0,"11347 Ranchito Street, El Monte, CA 91732, United States of America"
-118.03,34.09,29,1219,338.0,1152,323,2.8029,180900,0,1,0,0,0,176894.0,"10823 Mulhall Street, El Monte, CA 91731, United States of America"
-118.03,34.08,32,1780,484.0,1732,454,2.4464,169600,0,1,0,0,0,170496.0,"4006 Esmeralda Avenue, El Monte, CA 91731, United States of America"
-118.0,34.1,34,2249,460.0,1544,441,3.4005,176300,0,1,0,0,0,173078.0,"12003 Clark Street, Arcadia, CA 91006, United States of America"
-118.01,34.09,29,3402,747.0,2331,690,3.6094,179200,0,1,0,0,0,179601.0,"11774 Roseglen Street, El Monte, CA 91732, United States of America"
-118.01,34.1,27,2424,542.0,1713,557,3.8085,181400,0,1,0,0,0,188009.0,"5498 Peck Road, El Monte, CA 91732, United States of America"
-118.01,34.1,35,2120,412.0,1375,405,3.4609,166300,0,1,0,0,0,180267.0,"5498 Peck Road, El Monte, CA 91732, United States of America"
-118.0,34.08,29,2003,401.0,1520,364,3.994,195300,0,1,0,0,0,192937.0,"4466 Bannister Avenue, El Monte, CA 91732, United States of America"
-118.01,34.08,30,2281,522.0,1969,500,3.6531,166300,0,1,0,0,0,169337.0,"4326 Cogswell Road, El Monte, CA 91732, United States of America"
-118.02,34.08,28,2769,631.0,2452,581,2.6071,175900,0,1,0,0,0,169961.0,"4123 Peck Road, El Monte, CA 91732, United States of America"
-118.01,34.08,35,1852,358.0,1414,347,4.275,173600,0,1,0,0,0,190750.0,"4326 Cogswell Road, El Monte, CA 91732, United States of America"
-118.01,34.09,32,1613,361.0,1283,404,3.1944,181700,0,1,0,0,0,177204.0,"11774 Roseglen Street, El Monte, CA 91732, United States of America"
-118.0,34.08,23,1627,318.0,1279,289,4.6467,185100,0,1,0,0,0,207884.01,"4466 Bannister Avenue, El Monte, CA 91732, United States of America"
-118.02,34.08,31,2402,632.0,2830,603,2.3333,164200,0,1,0,0,0,165962.0,"4123 Peck Road, El Monte, CA 91732, United States of America"
-118.03,34.08,37,775,179.0,726,183,3.25,159200,0,1,0,0,0,184882.0,"4006 Esmeralda Avenue, El Monte, CA 91731, United States of America"
-118.03,34.08,42,1597,373.0,1311,352,2.9688,162800,0,1,0,0,0,170790.0,"4006 Esmeralda Avenue, El Monte, CA 91731, United States of America"
-118.04,34.07,52,177,59.0,269,75,2.3611,131300,1,0,0,0,0,199955.14,"3359 Lexington Avenue, El Monte, CA 91731, United States of America"
-118.05,34.08,34,572,154.0,752,182,2.0433,138800,1,0,0,0,0,149918.0,"4019 Gibson Road, El Monte, CA 91731, United States of America"
-118.05,34.08,30,1572,427.0,1857,428,2.4914,159200,1,0,0,0,0,164684.0,"4019 Gibson Road, El Monte, CA 91731, United States of America"
-118.06,34.08,37,778,205.0,850,198,2.5119,180500,1,0,0,0,0,181405.01,"9610 Steele Street, Rosemead, CA 91770, United States of America"
-118.06,34.08,34,1197,260.0,942,245,3.4202,189100,1,0,0,0,0,191109.0,"9610 Steele Street, Rosemead, CA 91770, United States of America"
-118.06,34.08,42,1988,402.0,1239,402,3.2569,201500,1,0,0,0,0,202110.0,"9610 Steele Street, Rosemead, CA 91770, United States of America"
-118.07,34.08,38,2462,553.0,1843,538,3.2312,211900,1,0,0,0,0,212049.0,"9166 Steele Street, Rosemead, CA 91770, United States of America"
-118.07,34.07,19,1554,393.0,1427,370,3.125,207100,1,0,0,0,0,191403.0,"3401 Aerojet Avenue, El Monte, CA 91731, United States of America"
-118.07,34.08,37,1210,252.0,733,243,2.806,214600,1,0,0,0,0,206885.0,"9166 Steele Street, Rosemead, CA 91770, United States of America"
-118.05,34.07,32,4492,1075.0,4119,1035,3.2373,183100,1,0,0,0,0,183118.0,"10128 Brockway Street, South El Monte, CA 91733, United States of America"
-118.06,34.07,30,2308,674.0,3034,691,2.3929,184400,1,0,0,0,0,179960.0,"9639 Telstar Avenue, El Monte, CA 91731, United States of America"
-118.03,34.07,37,1091,269.0,905,242,3.1042,152000,1,0,0,0,0,162500.0,"11356 Valley Boulevard, El Monte, CA 91731, United States of America"
-118.03,34.06,36,1018,305.0,1307,292,2.1453,162100,1,0,0,0,0,160586.0,"2640 1/2 North Peck Road, South El Monte, CA 91733, United States of America"
-118.04,34.07,39,1382,315.0,1090,308,3.8125,174000,1,0,0,0,0,178901.0,"3359 Lexington Avenue, El Monte, CA 91731, United States of America"
-118.04,34.07,39,2451,649.0,2536,648,2.3098,173100,1,0,0,0,0,170906.0,"3359 Lexington Avenue, El Monte, CA 91731, United States of America"
-118.01,34.06,26,557,153.0,455,196,2.7721,155400,0,1,0,0,0,164736.0,"3032 Gilman Road, El Monte, CA 91732, United States of America"
-118.02,34.07,21,3245,959.0,3528,887,2.3236,156300,0,1,0,0,0,157380.0,"11765 La Madera Avenue, El Monte, CA 91731, United States of America"
-118.03,34.06,31,1513,389.0,1396,364,2.4706,170600,1,0,0,0,0,167667.0,"2640 1/2 North Peck Road, South El Monte, CA 91733, United States of America"
-118.03,34.06,24,2343,834.0,3537,824,2.1094,135200,1,0,0,0,0,148505.0,"2640 1/2 North Peck Road, South El Monte, CA 91733, United States of America"
-118.03,34.06,27,2510,783.0,3481,726,2.4875,157800,1,0,0,0,0,161109.0,"2640 1/2 North Peck Road, South El Monte, CA 91733, United States of America"
-118.04,34.06,31,957,295.0,1300,287,2.1383,153400,1,0,0,0,0,156809.0,"2654 Gage Avenue, El Monte, CA 91733, United States of America"
-118.04,34.06,30,2019,551.0,2481,484,3.1875,154200,1,0,0,0,0,154781.0,"2654 Gage Avenue, El Monte, CA 91733, United States of America"
-118.04,34.06,39,1258,245.0,988,228,3.2132,176100,1,0,0,0,0,173795.0,"2654 Gage Avenue, El Monte, CA 91733, United States of America"
-118.05,34.06,32,2286,654.0,2991,655,2.1781,174500,1,0,0,0,0,172902.0,"26153 Strozier Avenue, El Monte, CA 91733, United States of America"
-118.05,34.06,45,531,164.0,722,166,2.1406,162500,1,0,0,0,0,168311.01,"26153 Strozier Avenue, El Monte, CA 91733, United States of America"
-118.05,34.06,25,1022,291.0,1570,297,3.023,142000,1,0,0,0,0,148667.0,"26153 Strozier Avenue, El Monte, CA 91733, United States of America"
-118.06,34.06,28,2127,625.0,3160,620,2.5763,173900,1,0,0,0,0,172248.0,"2648 Chico Avenue, South El Monte, CA 91733, United States of America"
-118.06,34.06,28,1778,605.0,2184,574,1.9189,165900,1,0,0,0,0,170911.01,"2648 Chico Avenue, South El Monte, CA 91733, United States of America"
-118.07,34.07,31,1370,284.0,1062,277,3.5156,199300,1,0,0,0,0,194161.0,"3401 Aerojet Avenue, El Monte, CA 91731, United States of America"
-118.08,34.07,32,4089,975.0,3775,955,3.29,205500,1,0,0,0,0,200509.0,"3404 Burton Avenue, Rosemead, CA 91770, United States of America"
-118.07,34.06,34,2873,718.0,2758,699,2.5985,168600,1,0,0,0,0,173681.0,"2643 Loma Avenue, South El Monte, CA 91733, United States of America"
-118.04,34.05,32,1252,273.0,1337,263,2.6579,156800,1,0,0,0,0,159896.0,"1801 1/2 Tyler Avenue, South El Monte, CA 91733, United States of America"
-118.05,34.05,36,1084,202.0,920,199,3.7279,162200,1,0,0,0,0,159415.0,"1859 Strozier Avenue, South El Monte, CA 91733, United States of America"
-118.06,34.04,28,1516,363.0,1011,344,2.6288,160300,1,0,0,0,0,165791.0,"Pomona Freeway, South El Monte, CA 91733, United States of America"
-118.03,34.06,24,2469,731.0,3818,712,2.5445,151400,1,0,0,0,0,156345.0,"2640 1/2 North Peck Road, South El Monte, CA 91733, United States of America"
-118.04,34.05,34,1058,230.0,1043,229,3.0536,137500,1,0,0,0,0,144784.0,"1801 1/2 Tyler Avenue, South El Monte, CA 91733, United States of America"
-118.04,34.04,35,1734,363.0,1527,344,3.0,160600,1,0,0,0,0,160287.0,"11214 Haig Street, South El Monte, CA 91733, United States of America"
-118.04,34.04,32,1619,323.0,1492,342,3.5,165100,1,0,0,0,0,162801.0,"11214 Haig Street, South El Monte, CA 91733, United States of America"
-118.05,34.04,33,1348,435.0,1098,257,4.2917,161200,1,0,0,0,0,161951.0,"10824 Fawcett Avenue, South El Monte, CA 91733, United States of America"
-118.06,34.03,36,21,7.0,21,9,2.375,175000,1,0,0,0,0,201013.04,"331 Durfee Avenue, South El Monte, CA 91733, United States of America"
-118.02,34.06,26,2929,970.0,3792,817,2.2577,173800,1,0,0,0,0,171943.0,"2843 Allgeyer Avenue, El Monte, CA 91732, United States of America"
-118.02,34.05,34,1610,513.0,2050,508,2.5562,156300,1,0,0,0,0,158443.0,"12402 Felipe Street, El Monte, CA 91732, United States of America"
-118.03,34.05,36,1359,317.0,1557,370,2.7955,157500,1,0,0,0,0,158105.0,"12115 Weaver Street, El Monte, CA 91733, United States of America"
-118.03,34.05,36,1345,331.0,1511,309,3.5129,142300,1,0,0,0,0,147589.0,"12115 Weaver Street, El Monte, CA 91733, United States of America"
-118.01,34.05,31,1135,355.0,1717,368,2.1602,161700,1,0,0,0,0,165429.0,"12934 Valley Boulevard, La Puente, CA 91746, United States of America"
-118.02,34.05,28,991,255.0,1145,265,2.3611,167000,1,0,0,0,0,164362.0,"12402 Felipe Street, El Monte, CA 91732, United States of America"
-118.02,34.05,33,2464,627.0,2932,568,3.0625,165800,1,0,0,0,0,163582.0,"12402 Felipe Street, El Monte, CA 91732, United States of America"
-118.07,34.17,34,4062,597.0,1525,566,7.8588,454800,0,1,0,0,0,456211.2,"1370 Rexford Avenue, Pasadena, CA 91107, United States of America"
-118.07,34.17,36,2415,394.0,1215,413,5.5418,326100,0,1,0,0,0,323652.0,"1370 Rexford Avenue, Pasadena, CA 91107, United States of America"
-118.07,34.17,35,2142,373.0,986,374,5.7051,326000,0,1,0,0,0,323699.04,"1370 Rexford Avenue, Pasadena, CA 91107, United States of America"
-118.1,34.18,39,2321,336.0,880,339,7.7108,450000,0,1,0,0,0,444445.08,"1970 Altadena Drive, Pasadena, CA 91107, United States of America"
-118.11,34.19,50,1430,186.0,620,201,9.532,483300,0,1,0,0,0,475694.15,"1999 East Altadena Drive, Altadena, CA 91001, United States of America"
-118.12,34.19,52,2405,299.0,970,319,8.7835,444100,0,1,0,0,0,459308.28,"2593 Page Drive, Altadena, CA 91001, United States of America"
-118.11,34.2,36,4915,725.0,1897,700,6.827,359400,0,1,0,0,0,383712.11,"1739 Tanoble Drive, Altadena, CA 91001, United States of America"
-118.13,34.2,46,2676,427.0,1022,395,6.4288,295500,0,1,0,0,0,331516.06,"930 Parkman Street, Altadena, CA 91001, United States of America"
-118.13,34.19,48,2539,425.0,930,364,4.7269,303900,0,1,0,0,0,288789.0,"1014 East Altadena Drive, Altadena, CA 91001, United States of America"
-118.13,34.21,36,1449,235.0,621,210,6.1824,274100,0,1,0,0,0,266253.0,"3811 Canon Boulevard, Altadena, CA 91001, United States of America"
-118.13,34.2,45,1213,206.0,529,231,5.6629,234000,0,1,0,0,0,247631.0,"930 Parkman Street, Altadena, CA 91001, United States of America"
-118.13,34.2,46,1271,236.0,573,210,4.9312,240200,0,1,0,0,0,248289.0,"930 Parkman Street, Altadena, CA 91001, United States of America"
-118.13,34.19,43,1621,365.0,1015,329,2.92,242200,0,1,0,0,0,221688.0,"1014 East Altadena Drive, Altadena, CA 91001, United States of America"
-118.14,34.19,45,3595,619.0,1686,607,4.73,201000,0,1,0,0,0,227137.0,"462 East Mariposa Street, Altadena, CA 91001, United States of America"
-118.14,34.2,39,2569,426.0,1282,432,5.0953,207400,0,1,0,0,0,222567.0,"3304 Laurice Avenue, Altadena, CA 91001, United States of America"
-118.15,34.2,37,1997,361.0,1037,363,3.7932,210300,0,1,0,0,0,235673.0,"228 West Poppyfields Drive, Altadena, CA 91001, United States of America"
-118.15,34.2,52,1786,306.0,1018,322,4.1518,182100,0,1,0,0,0,189179.93,"228 West Poppyfields Drive, Altadena, CA 91001, United States of America"
-118.15,34.2,46,1505,261.0,857,269,4.5,184200,0,1,0,0,0,198888.99,"228 West Poppyfields Drive, Altadena, CA 91001, United States of America"
-118.15,34.21,34,2765,515.0,1422,438,5.4727,238900,0,1,0,0,0,238191.0,"3766 North Sunset Ridge Road, Altadena, CA 91001, United States of America"
-118.15,34.19,48,1854,360.0,1126,382,3.2216,161600,1,0,0,0,0,182605.0,"2565 u North Fair Oaks Avenue, Altadena, CA 91001, United States of America"
-118.15,34.19,47,1717,314.0,868,295,3.6094,160700,1,0,0,0,0,181855.0,"2565 u North Fair Oaks Avenue, Altadena, CA 91001, United States of America"
-118.16,34.19,40,1840,358.0,1218,347,4.25,177900,1,0,0,0,0,196507.0,"466 Mountain View Street, Altadena, CA 91001, United States of America"
-118.16,34.2,43,1810,343.0,988,307,3.8203,176000,1,0,0,0,0,198659.0,"725 West Altadena Drive, Altadena, CA 91001, United States of America"
-118.18,34.22,40,1983,298.0,853,271,5.9845,241700,1,0,0,0,0,281715.01,"5601 North Arroyo Seco, La Canada Flintridge, CA 91011, United States of America"
-118.21,34.22,37,2260,322.0,941,303,8.3695,500001,1,0,0,0,0,487960.81,"5112 Alta Canyada Road, La Canada Flintridge, CA 91011, United States of America"
-118.18,34.2,44,1473,250.0,668,239,8.72,415900,1,0,0,0,0,442857.27,"224 Baptiste Way, La Cañada Flintridge, CA 91011, United States of America"
-118.19,34.2,41,2031,294.0,859,302,7.419,483700,1,0,0,0,0,465778.12,"521 Foothill Boulevard, La Canada Flintridge, CA 91011, United States of America"
-118.19,34.21,41,1602,228.0,680,225,6.553,500001,1,0,0,0,0,457165.57,"5101 Gould Avenue, La Canada Flintridge, CA 91011, United States of America"
-118.2,34.21,40,1477,228.0,609,224,7.8375,500001,1,0,0,0,0,483024.79,"942 Wiladonda Drive, La Canada Flintridge, CA 91011, United States of America"
-118.2,34.21,42,1493,237.0,665,224,6.7571,443900,1,0,0,0,0,429238.16,"942 Wiladonda Drive, La Canada Flintridge, CA 91011, United States of America"
-118.21,34.21,41,1676,263.0,757,255,4.7734,450800,1,0,0,0,0,393963.01,"4520 Indiana Avenue, La Cañada Flintridge, CA 91011, United States of America"
-118.22,34.23,34,3296,483.0,1268,478,8.4802,500001,1,0,0,0,0,494059.9,"5467 La Forest Drive, La Canada Flintridge, CA 91011, United States of America"
-118.21,34.22,39,3008,386.0,1240,370,9.2463,500001,1,0,0,0,0,497680.95,"5112 Alta Canyada Road, La Canada Flintridge, CA 91011, United States of America"
-118.22,34.22,39,2686,417.0,1094,402,7.0059,500001,1,0,0,0,0,474048.71,"2005 Orchard Lane, La Canada Flintridge, CA 91011, United States of America"
-118.23,34.22,37,1376,237.0,618,226,5.9771,431800,1,0,0,0,0,384097.0,"2345 Conle Way, La Canada Flintridge, CA 91011, United States of America"
-118.21,34.2,35,3646,552.0,1409,534,6.3794,500001,1,0,0,0,0,465290.73,"Under The Oaks Theater, Promenade, La Cañada Flintridge, CA 91020, United States of America"
-118.2,34.2,44,2890,438.0,1219,429,6.987,500001,1,0,0,0,0,478076.76,"4349 Bel Aire Drive, La Canada Flintridge, CA 91011, United States of America"
-118.18,34.17,43,4269,591.0,1467,582,9.0702,500001,1,0,0,0,0,496924.95,"1299 Wellington Avenue, Pasadena, CA 91103, United States of America"
-118.18,34.16,34,5012,746.0,1699,715,9.4987,500001,1,0,0,0,0,496117.94,"771 Panorama Place, Pasadena, CA 91105, United States of America"
-118.15,34.18,46,2230,488.0,1985,456,2.2328,142100,1,0,0,0,0,144693.0,"2020 North Fair Oaks Avenue, Pasadena, CA 91001, United States of America"
-118.15,34.17,46,2553,558.0,1740,492,2.0278,127500,1,0,0,0,0,143238.02,"1420 North Fair Oaks Avenue, Pasadena, CA 91001, United States of America"
-118.16,34.18,44,1870,389.0,1345,391,1.8932,136100,1,0,0,0,0,149063.01,"2001 Lincoln Avenue, Pasadena, CA 91103, United States of America"
-118.16,34.18,48,568,145.0,559,135,2.4135,135700,1,0,0,0,0,137941.0,"2001 Lincoln Avenue, Pasadena, CA 91103, United States of America"
-118.16,34.17,52,1193,228.0,703,221,3.1741,163800,1,0,0,0,0,180337.0,"1385 Lincoln Avenue, Pasadena, CA 91103, United States of America"
-118.17,34.18,44,1401,246.0,607,271,2.8472,218800,1,0,0,0,0,209075.0,"2021 North Arroyo Boulevard, Pasadena, CA 91109, United States of America"
-118.15,34.18,42,1521,320.0,1118,311,3.3125,154900,1,0,0,0,0,161991.0,"2020 North Fair Oaks Avenue, Pasadena, CA 91001, United States of America"
-118.16,34.19,42,2076,462.0,1641,436,2.2326,149200,1,0,0,0,0,149177.0,"466 Mountain View Street, Altadena, CA 91001, United States of America"
-118.16,34.19,44,2195,449.0,1377,417,3.5887,153500,1,0,0,0,0,173143.0,"466 Mountain View Street, Altadena, CA 91001, United States of America"
-118.17,34.18,38,1280,231.0,828,237,4.375,166700,1,0,0,0,0,186922.0,"2021 North Arroyo Boulevard, Pasadena, CA 91109, United States of America"
-118.17,34.19,45,1790,316.0,1035,312,4.0985,173100,1,0,0,0,0,182628.0,"961 West Shelly Street, Altadena, CA 91001, United States of America"
-118.13,34.19,42,2203,412.0,1012,377,4.0714,234000,0,1,0,0,0,230659.0,"1014 East Altadena Drive, Altadena, CA 91001, United States of America"
-118.14,34.18,47,3457,622.0,1700,579,3.5164,226500,1,0,0,0,0,239719.0,"1996 Santa Rosa Avenue, Pasadena, CA 91001, United States of America"
-118.14,34.19,49,1678,277.0,737,287,3.7222,237000,0,1,0,0,0,245513.0,"462 East Mariposa Street, Altadena, CA 91001, United States of America"
-118.15,34.19,38,1750,411.0,1398,409,2.3967,163100,1,0,0,0,0,165833.0,"2565 u North Fair Oaks Avenue, Altadena, CA 91001, United States of America"
-118.1,34.18,47,2168,352.0,902,361,5.894,300900,0,1,0,0,0,311589.01,"1970 Altadena Drive, Pasadena, CA 91107, United States of America"
-118.11,34.18,52,3571,510.0,1434,490,5.9009,376000,0,1,0,0,0,351215.01,"Minoru Drive, Altadena, CA 91001, United States of America"
-118.12,34.18,44,2357,342.0,891,337,6.3467,352700,0,1,0,0,0,368311.08,"Altadena Golf Course, 1456 East Mendocino Street, Altadena, CA 91001, United States of America"
-118.13,34.18,52,3094,519.0,1309,488,6.4223,310900,0,1,0,0,0,340604.08,"1000 Morada Place, Altadena, CA 91001, United States of America"
-118.1,34.17,46,1774,315.0,753,330,4.7241,279600,0,1,0,0,0,286829.0,"1393 Valencia Avenue, Altadena, CA 91104, United States of America"
-118.1,34.17,48,1111,229.0,421,202,3.2813,268100,0,1,0,0,0,250162.0,"1393 Valencia Avenue, Altadena, CA 91104, United States of America"
-118.11,34.17,50,3374,598.0,1484,569,4.99,261600,0,1,0,0,0,301381.0,"1964 Jefferson Drive, Altadena, CA 91104, United States of America"
-118.11,34.17,46,2837,592.0,1453,549,3.1115,234600,0,1,0,0,0,232511.0,"1964 Jefferson Drive, Altadena, CA 91104, United States of America"
-118.12,34.18,47,2344,513.0,1537,481,3.4777,230600,0,1,0,0,0,234778.0,"Altadena Golf Course, 1456 East Mendocino Street, Altadena, CA 91001, United States of America"
-118.13,34.18,52,1464,211.0,603,226,5.8309,309100,0,1,0,0,0,306582.0,"1000 Morada Place, Altadena, CA 91001, United States of America"
-118.12,34.17,37,2705,676.0,1551,608,2.2692,225000,0,1,0,0,0,189353.0,"1390 Wesley Avenue, Pasadena, CA 91104, United States of America"
-118.12,34.17,52,1835,330.0,777,317,3.7159,315400,0,1,0,0,0,289627.0,"1390 Wesley Avenue, Pasadena, CA 91104, United States of America"
-118.13,34.17,52,1784,368.0,966,345,3.6094,261500,1,0,0,0,0,245886.0,"1399 North Catalina Avenue, Pasadena, CA 91104, United States of America"
-118.14,34.18,52,1700,317.0,996,329,3.9688,175000,1,0,0,0,0,187284.0,"1996 Santa Rosa Avenue, Pasadena, CA 91001, United States of America"
-118.14,34.17,52,2667,486.0,1681,504,4.0524,173100,1,0,0,0,0,194347.0,"518 East Rio Grande Street, Pasadena, CA 91109, United States of America"
-118.14,34.17,42,2757,713.0,2112,653,2.7148,166800,1,0,0,0,0,180790.03,"518 East Rio Grande Street, Pasadena, CA 91109, United States of America"
-118.14,34.18,50,1493,326.0,1000,323,3.3068,154400,1,0,0,0,0,166365.0,"1996 Santa Rosa Avenue, Pasadena, CA 91001, United States of America"
-118.14,34.17,40,1054,251.0,1056,276,2.3,146700,1,0,0,0,0,163454.02,"518 East Rio Grande Street, Pasadena, CA 91109, United States of America"
-118.15,34.18,45,2612,664.0,3117,584,2.3029,148800,1,0,0,0,0,149464.0,"2020 North Fair Oaks Avenue, Pasadena, CA 91001, United States of America"
-118.15,34.16,18,1711,383.0,1474,415,1.2891,181300,1,0,0,0,0,172162.0,"823 Wheeler Lane, Pasadena, CA 91103, United States of America"
-118.15,34.16,38,2471,529.0,1661,441,2.2765,146600,1,0,0,0,0,152780.0,"823 Wheeler Lane, Pasadena, CA 91103, United States of America"
-118.16,34.16,44,1284,278.0,925,261,1.7321,178400,1,0,0,0,0,173593.01,"935 Cypress Avenue, Pasadena, CA 91103, United States of America"
-118.16,34.17,46,1508,261.0,674,255,3.5909,155400,1,0,0,0,0,182924.0,"1385 Lincoln Avenue, Pasadena, CA 91103, United States of America"
-118.16,34.16,43,1276,226.0,545,209,4.1518,230700,1,0,0,0,0,232667.0,"935 Cypress Avenue, Pasadena, CA 91103, United States of America"
-118.16,34.16,52,1576,239.0,696,249,6.07,261800,1,0,0,0,0,307477.03,"935 Cypress Avenue, Pasadena, CA 91103, United States of America"
-118.16,34.15,19,1721,290.0,571,278,6.6031,500001,1,0,0,0,0,416284.54,"477 West Walnut Street, Pasadena, CA 91103, United States of America"
-118.16,34.15,17,821,163.0,229,164,7.3715,263000,1,0,0,0,0,301693.06,"477 West Walnut Street, Pasadena, CA 91103, United States of America"
-118.14,34.16,39,2776,840.0,2546,773,2.575,153500,1,0,0,0,0,162774.0,"818 North Oakland Avenue, Pasadena, CA 91104, United States of America"
-118.14,34.15,52,407,160.0,227,148,1.5156,187500,1,0,0,0,0,242209.17,"509 East Walnut Street, Pasadena, CA 91101, United States of America"
-118.15,34.15,52,275,123.0,273,111,1.1667,500001,1,0,0,0,0,381310.64,"Saint Andrew School, Chestnut Street, Pasadena, CA 91103, United States of America"
-118.15,34.16,52,1925,597.0,2258,594,1.6921,162500,1,0,0,0,0,162872.0,"823 Wheeler Lane, Pasadena, CA 91103, United States of America"
-118.15,34.15,49,806,199.0,698,172,2.3654,137500,1,0,0,0,0,147112.02,"Saint Andrew School, Chestnut Street, Pasadena, CA 91103, United States of America"
-118.14,34.17,34,2384,604.0,2073,540,2.3062,158000,1,0,0,0,0,162664.0,"518 East Rio Grande Street, Pasadena, CA 91109, United States of America"
-118.14,34.16,30,2598,757.0,2869,769,2.1377,142300,1,0,0,0,0,150277.0,"818 North Oakland Avenue, Pasadena, CA 91104, United States of America"
-118.15,34.16,20,2410,632.0,2135,578,1.6887,148600,1,0,0,0,0,155678.0,"823 Wheeler Lane, Pasadena, CA 91103, United States of America"
-118.15,34.17,36,930,280.0,1024,300,1.0846,146400,1,0,0,0,0,175759.07,"1420 North Fair Oaks Avenue, Pasadena, CA 91001, United States of America"
-118.13,34.17,49,1962,435.0,1329,457,3.2898,200000,1,0,0,0,0,193366.0,"1399 North Catalina Avenue, Pasadena, CA 91104, United States of America"
-118.14,34.16,36,2973,807.0,2846,784,2.6217,156300,1,0,0,0,0,158072.0,"818 North Oakland Avenue, Pasadena, CA 91104, United States of America"
-118.14,34.17,52,2687,600.0,1716,544,2.7201,205700,1,0,0,0,0,199655.01,"518 East Rio Grande Street, Pasadena, CA 91109, United States of America"
-118.13,34.16,36,2162,658.0,1337,590,2.2095,176700,1,0,0,0,0,185249.0,"809 North Catalina Avenue, Pasadena, CA 91104, United States of America"
-118.13,34.15,24,1125,341.0,579,321,2.8125,141700,1,0,0,0,0,155222.0,"997 East Walnut Street, Pasadena, CA 91106, United States of America"
-118.14,34.15,41,1256,407.0,855,383,1.9923,500001,1,0,0,0,0,371082.6,"509 East Walnut Street, Pasadena, CA 91101, United States of America"
-118.14,34.15,17,1896,674.0,971,652,0.8438,175000,1,0,0,0,0,204036.08,"509 East Walnut Street, Pasadena, CA 91101, United States of America"
-118.14,34.16,38,1843,565.0,1449,524,2.2174,215400,1,0,0,0,0,196893.0,"818 North Oakland Avenue, Pasadena, CA 91104, United States of America"
-118.12,34.16,30,1762,416.0,940,398,2.8631,188600,1,0,0,0,0,188869.0,"1468 Loma Vista Street, Pasadena, CA 91104, United States of America"
-118.13,34.16,33,2682,716.0,2050,692,2.4817,169500,1,0,0,0,0,172369.0,"809 North Catalina Avenue, Pasadena, CA 91104, United States of America"
-118.13,34.15,18,1665,477.0,1095,390,2.6038,155600,1,0,0,0,0,165928.01,"997 East Walnut Street, Pasadena, CA 91106, United States of America"
-118.12,34.15,19,557,216.0,673,212,2.1763,168800,1,0,0,0,0,173826.0,"1474 Locust Street, Pasadena, CA 91106, United States of America"
-118.12,34.15,22,1671,480.0,1005,443,3.0119,171400,1,0,0,0,0,180297.0,"1474 Locust Street, Pasadena, CA 91106, United States of America"
-118.13,34.15,9,2099,625.0,1252,554,3.1875,173100,1,0,0,0,0,185818.0,"997 East Walnut Street, Pasadena, CA 91106, United States of America"
-118.13,34.15,28,1119,334.0,739,323,2.5903,125000,1,0,0,0,0,145122.01,"997 East Walnut Street, Pasadena, CA 91106, United States of America"
-118.12,34.17,52,2948,542.0,1363,495,4.7098,287900,0,1,0,0,0,285584.0,"1390 Wesley Avenue, Pasadena, CA 91104, United States of America"
-118.13,34.16,52,1872,357.0,984,364,4.0,250400,1,0,0,0,0,236417.0,"809 North Catalina Avenue, Pasadena, CA 91104, United States of America"
-118.13,34.16,52,1596,314.0,1024,292,3.6719,227900,1,0,0,0,0,216377.0,"809 North Catalina Avenue, Pasadena, CA 91104, United States of America"
-118.13,34.16,52,1787,427.0,1107,410,2.5664,215000,1,0,0,0,0,214432.04,"809 North Catalina Avenue, Pasadena, CA 91104, United States of America"
-118.09,34.17,36,2875,552.0,1131,458,4.3083,269300,0,1,0,0,0,281600.0,"2938 New York Drive, Pasadena, CA 91107, United States of America"
-118.1,34.16,44,2795,496.0,1235,469,4.2386,283700,0,1,0,0,0,283702.0,"2442 Loma Vista Street, Pasadena, CA 91104, United States of America"
-118.1,34.17,44,4505,894.0,2296,899,3.4811,300500,0,1,0,0,0,287611.0,"1393 Valencia Avenue, Altadena, CA 91104, United States of America"
-118.12,34.17,52,2166,483.0,1308,467,3.0417,222600,0,1,0,0,0,224145.0,"1390 Wesley Avenue, Pasadena, CA 91104, United States of America"
-118.11,34.16,52,3158,459.0,1229,444,5.4223,325600,0,1,0,0,0,328590.0,"1952 Loma Vista Street, Pasadena, CA 91104, United States of America"
-118.11,34.16,52,2489,437.0,1101,438,4.2065,320300,0,1,0,0,0,314888.0,"1952 Loma Vista Street, Pasadena, CA 91104, United States of America"
